전국순위,기초,sido,인구,자연휴양림_개소,자연휴양림_수용인원,국립휴양림_개소,국립휴양림_연이용자,치유의숲_개소,치유의숲_면적ha,유아숲체험원_개소,수목원_개소,산림교육센터_개소,휴양림수용_10만명당,치유의숲ha_10만명당,유아숲_10만명당,수목원_10만명당,산림교육센터_10만명당,국립휴양림이용_천명당,접근성_상대_0to100,종합공급점수,시도_미충족잠재수요율,z_수요격차,z_공급부족,우선확충지수,우선확충지수_0100,등급,유형
183,충남 청양군,충남,29658.0,1.0,500.0,0.0,0.0,0.0,0.0,0,1,0,1685.886,0.0,0.0,3.372,0.0,0.0,82.7,0.768,57.382,0.459,-1.263,-0.942,52.4,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
184,대전 동구,대전,218513.0,1.0,5000.0,0.0,0.0,0.0,0.0,3,0,1,2288.193,0.0,1.373,0.0,0.458,0.0,96.4,0.404,42.757,-0.404,-0.665,-0.947,52.3,3순위(관찰),D. 공급보유·수요低 → 유지
185,경남 남해군,경남,39832.0,2.0,1900.0,1.0,133317.0,0.0,0.0,1,0,0,4770.034,0.0,2.511,0.0,0.0,3346.982,67.4,0.247,34.859,-0.87,-0.406,-1.015,51.3,3순위(관찰),D. 공급보유·수요低 → 유지
186,경남 산청군,경남,33259.0,3.0,440.0,0.0,0.0,1.0,55.0,0,0,0,1322.95,165.369,0.0,0.0,0.0,0.0,76.4,0.275,34.859,-0.87,-0.452,-1.061,50.6,3순위(관찰),D. 공급보유·수요低 → 유지
187,경남 하동군,경남,40765.0,5.0,1535.0,0.0,0.0,1.0,50.0,0,0,0,3765.485,122.654,0.0,0.0,0.0,0.0,80.1,0.309,34.859,-0.87,-0.508,-1.116,49.8,3순위(관찰),D. 공급보유·수요低 → 유지
188,전남 무안군,전남,92687.0,0.0,0.0,0.0,0.0,1.0,125.0,1,0,0,0.0,134.862,1.079,0.0,0.0,0.0,63.5,0.054,24.088,-1.505,-0.088,-1.142,49.4,3순위(관찰),D. 공급보유·수요低 → 유지
188,전남 영암군,전남,51391.0,1.0,270.0,0.0,0.0,0.0,0.0,1,0,0,525.384,0.0,1.946,0.0,0.0,0.0,60.6,0.056,24.088,-1.505,-0.092,-1.146,49.4,3순위(관찰),D. 공급보유·수요低 → 유지
190,경기 포천시,경기,141463.0,2.0,140.0,1.0,39525.0,1.0,52.0,3,2,0,98.966,36.759,2.121,1.414,0.0,279.402,66.6,0.928,58.621,0.532,-1.527,-1.154,49.2,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
191,경남 합천군,경남,40225.0,2.0,1780.0,0.0,0.0,1.0,60.0,0,0,0,4425.109,149.161,0.0,0.0,0.0,0.0,80.4,0.338,34.859,-0.87,-0.556,-1.164,49.1,3순위(관찰),D. 공급보유·수요低 → 유지
192,전남 해남군,전남,63120.0,1.0,0.0,0.0,0.0,1.0,50.0,1,0,0,0.0,79.214,1.584,0.0,0.0,0.0,51.5,0.071,24.088,-1.505,-0.117,-1.171,49.0,3순위(관찰),D. 공급보유·수요低 → 유지
193,전북 익산시,전북,268001.0,0.0,0.0,0.0,0.0,1.0,62.0,2,1,0,0.0,23.134,0.746,0.373,0.0,0.0,70.4,0.037,21.831,-1.638,-0.061,-1.208,48.4,3순위(관찰),D. 공급보유·수요低 → 유지
193,경남 거제시,경남,232972.0,3.0,1505.0,0.0,0.0,1.0,56.0,4,0,0,646.0,24.037,1.717,0.0,0.0,0.0,66.8,0.365,34.859,-0.87,-0.6,-1.208,48.4,3순위(관찰),D. 공급보유·수요低 → 유지
195,충북 괴산군,충북,36252.0,2.0,488.0,0.0,0.0,1.0,50.0,1,0,0,1346.133,137.923,2.758,0.0,0.0,0.0,88.3,0.685,47.053,-0.15,-1.127,-1.232,48.1,3순위(관찰),D. 공급보유·수요低 → 유지
196,충북 충주시,충북,207241.0,3.0,494.0,0.0,0.0,1.0,68.0,4,0,1,238.37,32.812,1.93,0.0,0.483,0.0,82.4,0.702,47.053,-0.15,-1.154,-1.259,47.7,3순위(관찰),D. 공급보유·수요低 → 유지
196,전북 남원시,전북,75647.0,2.0,160.0,0.0,0.0,0.0,0.0,2,0,0,211.509,0.0,2.644,0.0,0.0,0.0,83.8,0.07,21.831,-1.638,-0.115,-1.261,47.7,3순위(관찰),D. 공급보유·수요低 → 유지
198,전남 강진군,전남,32189.0,1.0,138.0,0.0,0.0,0.0,0.0,1,0,0,428.718,0.0,3.107,0.0,0.0,0.0,55.3,0.151,24.088,-1.505,-0.249,-1.302,47.1,3순위(관찰),D. 공급보유·수요低 → 유지
199,경북 청도군,경북,40582.0,2.0,1324.0,1.0,98474.0,0.0,0.0,1,0,1,3262.53,0.0,2.464,0.0,2.464,2426.544,60.0,1.302,69.679,1.185,-2.142,-1.312,46.9,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
200,전남 순천시,전남,276329.0,1.0,265.0,1.0,40903.0,1.0,50.0,4,0,0,95.9,18.094,1.448,0.0,0.0,148.023,72.5,0.188,24.088,-1.505,-0.31,-1.363,46.2,3순위(관찰),D. 공급보유·수요低 → 유지
201,전남 광양시,전남,154692.0,1.0,395.0,0.0,0.0,1.0,55.0,2,0,0,255.346,35.555,1.293,0.0,0.0,0.0,69.6,0.291,24.088,-1.505,-0.479,-1.533,43.7,3순위(관찰),D. 공급보유·수요低 → 유지
202,전남 보성군,전남,37045.0,1.0,3000.0,0.0,0.0,0.0,0.0,1,0,0,8098.259,0.0,2.699,0.0,0.0,0.0,66.2,0.296,24.088,-1.505,-0.487,-1.54,43.6,3순위(관찰),D. 공급보유·수요低 → 유지
203,전북 임실군,전북,25577.0,2.0,224.0,0.0,0.0,0.0,0.0,1,0,0,875.787,0.0,3.91,0.0,0.0,0.0,81.0,0.252,21.831,-1.638,-0.415,-1.562,43.2,3순위(관찰),D. 공급보유·수요低 → 유지
204,제주 서귀포시,제주,182020.0,3.0,3600.0,0.0,0.0,1.0,174.0,4,1,0,1977.805,95.594,2.198,0.549,0.0,0.0,32.2,0.914,47.642,-0.115,-1.504,-1.584,42.9,3순위(관찰),D. 공급보유·수요低 → 유지
205,충남 예산군,충남,78772.0,1.0,171.0,0.0,0.0,1.0,140.0,3,1,0,217.082,177.728,3.808,1.269,0.0,0.0,89.0,1.229,57.382,0.459,-2.022,-1.701,41.2,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
206,전북 진안군,전북,24161.0,3.0,909.0,1.0,64336.0,0.0,0.0,1,0,0,3762.261,0.0,4.139,0.0,0.0,2662.804,87.7,0.356,21.831,-1.638,-0.585,-1.732,40.7,3순위(관찰),D. 공급보유·수요低 → 유지
207,경북 봉화군,경북,28836.0,1.0,500.0,1.0,52555.0,0.0,0.0,1,0,1,1733.944,0.0,3.468,0.0,3.468,1822.548,40.9,1.567,69.679,1.185,-2.578,-1.749,40.5,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
208,전북 장수군,전북,20663.0,3.0,2100.0,0.0,0.0,1.0,50.0,0,0,0,10163.093,241.978,0.0,0.0,0.0,0.0,86.6,0.436,21.831,-1.638,-0.718,-1.865,38.8,3순위(관찰),D. 공급보유·수요低 → 유지
209,경기 가평군,경기,62527.0,3.0,342.0,1.0,338473.0,1.0,153.0,2,1,0,546.964,244.694,3.199,1.599,0.0,5413.229,60.3,1.364,58.621,0.532,-2.245,-1.872,38.7,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
210,전남 고흥군,전남,60190.0,1.0,250.0,0.0,0.0,1.0,100.0,1,0,0,415.351,166.141,1.661,0.0,0.0,0.0,61.0,0.521,24.088,-1.505,-0.857,-1.911,38.1,3순위(관찰),D. 공급보유·수요低 → 유지
211,경남 함양군,경남,36131.0,9.0,2682.0,1.0,63994.0,1.0,65.0,1,0,0,7422.989,179.901,2.768,0.0,0.0,1771.166,85.9,0.816,34.859,-0.87,-1.343,-1.952,37.5,3순위(관찰),D. 공급보유·수요低 → 유지
212,전북 무주군,전북,23032.0,2.0,300.0,1.0,58708.0,0.0,0.0,2,0,0,1302.536,0.0,8.684,0.0,0.0,2548.975,81.8,0.496,21.831,-1.638,-0.815,-1.962,37.3,3순위(관찰),D. 공급보유·수요低 → 유지
212,전남 구례군,전남,24025.0,1.0,139.0,0.0,0.0,0.0,0.0,3,0,0,578.564,0.0,12.487,0.0,0.0,0.0,84.5,0.553,24.088,-1.505,-0.91,-1.964,37.3,3순위(관찰),D. 공급보유·수요低 → 유지
214,충북 단양군,충북,27352.0,2.0,1000.0,1.0,35689.0,1.0,50.1,3,0,0,3656.04,183.168,10.968,0.0,0.0,1304.804,82.2,1.148,47.053,-0.15,-1.889,-1.994,36.9,3순위(관찰),D. 공급보유·수요低 → 유지
215,전북 부안군,전북,48066.0,1.0,250.0,1.0,72759.0,1.0,42.0,1,0,0,520.118,87.38,2.08,0.0,0.0,1513.731,77.4,0.518,21.831,-1.638,-0.852,-1.999,36.8,3순위(관찰),D. 공급보유·수요低 → 유지
216,경남 의령군,경남,25150.0,2.0,409.0,0.0,0.0,0.0,0.0,0,1,0,1626.243,0.0,0.0,3.976,0.0,0.0,78.4,0.853,34.859,-0.87,-1.402,-2.011,36.6,3순위(관찰),D. 공급보유·수요低 → 유지
217,전남 완도군,전남,45631.0,0.0,0.0,0.0,0.0,1.0,60.0,0,1,0,0.0,131.49,0.0,2.191,0.0,0.0,49.4,0.594,24.088,-1.505,-0.976,-2.03,36.3,3순위(관찰),D. 공급보유·수요低 → 유지
218,경남 거창군,경남,59588.0,3.0,2785.0,0.0,0.0,1.0,50.0,0,1,0,4673.76,83.91,0.0,1.678,0.0,0.0,82.3,0.945,34.859,-0.87,-1.555,-2.163,34.4,3순위(관찰),D. 공급보유·수요低 → 유지
219,경기 양평군,경기,126804.0,3.0,1126.0,2.0,146461.0,3.0,778.0,2,1,1,887.985,613.545,1.577,0.789,0.789,1155.019,85.0,1.584,58.621,0.532,-2.605,-2.232,33.4,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
220,전남 나주시,전남,116654.0,0.0,0.0,0.0,0.0,1.0,55.0,4,0,1,0.0,47.148,3.429,0.0,0.857,0.0,68.8,0.734,24.088,-1.505,-1.207,-2.26,32.9,3순위(관찰),D. 공급보유·수요低 → 유지
221,전남 곡성군,전남,26566.0,0.0,0.0,0.0,0.0,1.0,69.0,4,0,0,0.0,259.73,15.057,0.0,0.0,0.0,74.7,0.779,24.088,-1.505,-1.282,-2.335,31.8,3순위(관찰),D. 공급보유·수요低 → 유지
222,강원 정선군,강원,33515.0,1.0,268.0,1.0,96811.0,1.0,32.0,3,1,0,799.642,95.48,8.951,2.984,0.0,2888.587,60.8,1.859,64.119,0.857,-3.059,-2.459,30.0,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
223,강원 영월군,강원,36721.0,1.0,76.0,0.0,0.0,1.0,55.0,2,0,1,206.966,149.778,5.446,0.0,2.723,0.0,70.8,1.9,64.119,0.857,-3.125,-2.525,29.0,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
224,전북 완주군,전북,99279.0,1.0,3000.0,0.0,0.0,0.0,0.0,1,1,1,3021.787,0.0,1.007,1.007,1.007,0.0,80.1,1.113,21.831,-1.638,-1.831,-2.978,22.4,3순위(관찰),D. 공급보유·수요低 → 유지
225,강원 횡성군,강원,46111.0,4.0,2500.0,1.0,114057.0,1.0,402.0,3,0,1,5421.7,871.809,6.506,0.0,2.169,2473.531,75.3,2.182,64.119,0.857,-3.59,-2.99,22.2,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
226,충남 태안군,충남,60133.0,1.0,6000.0,0.0,0.0,0.0,0.0,2,2,1,9977.882,0.0,3.326,3.326,1.663,0.0,82.2,2.195,57.382,0.459,-3.611,-3.29,17.8,3순위(관찰),C. 공급보유·수요高 → 접근성/연계
227,전남 화순군,전남,60735.0,2.0,1800.0,0.0,0.0,2.0,180.0,2,1,0,2963.695,296.369,3.293,1.646,0.0,0.0,63.4,1.505,24.088,-1.505,-2.477,-3.53,14.2,3순위(관찰),D. 공급보유·수요低 → 유지
228,전남 장흥군,전남,34451.0,1.0,2000.0,1.0,24755.0,1.0,180.0,2,1,0,5805.347,522.481,5.805,2.903,0.0,718.557,65.4,2.012,24.088,-1.505,-3.31,-4.364,1.9,3순위(관찰),D. 공급보유·수요低 → 유지
229,전남 장성군,전남,42026.0,2.0,1500.0,1.0,49294.0,1.0,258.0,2,0,1,3569.219,613.906,4.759,0.0,2.379,1172.941,76.2,2.092,24.088,-1.505,-3.442,-4.495,0.0,3순위(관찰),D. 공급보유·수요低 → 유지
